utrnno,acct1,acct2,acct_balance,acq_instit_code,amount,capt_date,currency,des_instit_code,ext_resp_code,fee_amount,fraud_flags,hpan,is_alerted,iss_instit_code,merchant_type,pid,pos_data_code,prc_code,ref_num,resp_code,resp_code_desc,stan,sysdate,terminal_address,terminal_id,trans_type,ttime,udate,cif_id,trans_type_desc,cvt_amount,ket_transfer,posconditionmode,sysday,syshour,syssec,trxcode
61495,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.478,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61494,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.478,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61492,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.460,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61493,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.459,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61491,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.442,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61490,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.426,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61489,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.358,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61488,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.337,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61487,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.324,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61486,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.290,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61485,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.239,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61483,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.198,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61484,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.197,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61482,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.181,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61481,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.167,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61480,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.166,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61479,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.154,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61478,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.152,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61477,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.055,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61476,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:23.026,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,23,401234
61475,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.998,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61473,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.997,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61474,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.997,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61472,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.990,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61467,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.988,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61471,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.987,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61470,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.987,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61465,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.986,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61468,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.986,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61469,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.985,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61466,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.984,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61464,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.974,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61463,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.953,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61462,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.913,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61461,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.828,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61460,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.656,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61459,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.563,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61458,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.558,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61457,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.557,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61456,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.544,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61455,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.532,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61454,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.530,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61452,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.487,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61453,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.487,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61451,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.457,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61449,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.456,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61450,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.456,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61448,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.400,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61447,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.374,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61446,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.354,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61445,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.339,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61444,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.339,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61443,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.330,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61442,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.294,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61441,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.282,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61440,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.211,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61439,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.185,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61438,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.092,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61437,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.091,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61436,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.081,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61435,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.061,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61434,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.052,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61433,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.051,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61432,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:22.016,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,22,401234
61431,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.976,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61430,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.909,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61429,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.849,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61428,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.834,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61426,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.826,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61427,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.825,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61425,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.825,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61424,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.790,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61423,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.789,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61422,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.771,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61421,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.746,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61420,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.684,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61419,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.679,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61418,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.679,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61417,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.678,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61416,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.650,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61415,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.644,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61414,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.644,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61413,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.643,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61412,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.643,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61408,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.642,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61411,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.641,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61410,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.641,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61409,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.640,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61407,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.640,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61406,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.580,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61405,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.559,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61404,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.471,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61403,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.438,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61402,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.424,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61400,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.389,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61401,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.388,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61399,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.367,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61398,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.334,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61397,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.282,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61396,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.179,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61395,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.160,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61394,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.123,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61393,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.116,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61392,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.115,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61391,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.115,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61389,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.098,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61390,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.098,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61388,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.081,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61387,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.063,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61386,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.030,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61385,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:21.016,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,21,401234
61383,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:20.927,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,20,401234
61382,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:20.926,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,20,401234
61384,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 23:00:20.926,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,23,20,401234
